age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
35, Private,127306, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,14344,0,40, United-States, >50K
49, Private,136455, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private,382146, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private,344916, Assoc-acdm,12, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc,141185, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
61, Self-emp-inc,84409, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
40, Private,170730, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, ?,208994, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,12, United-States, <=50K
39, Private,128392, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
53, Private,102615, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Canada, <=50K
54, Private,93605, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States, >50K
27, Local-gov,66824, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,43, United-States, <=50K
41, Self-emp-inc,423217, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private,247119, 7th-8th,4, Widowed, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
24, Self-emp-not-inc,83374, Some-college,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
60, Self-emp-inc,181196, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Local-gov,39464, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,52, United-States, <=50K
23, Private,149704, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Local-gov,97688, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
60, Private,173960, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
29, Private,380560, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private,122234, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, ?, <=50K
37, Private,103986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,39, United-States, >50K
63, Private,108097, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,10566,0,45, United-States, <=50K
38, Private,130007, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Local-gov,148182, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-inc,201498, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,248749, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private,136721, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private,166330, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,99999,0,40, United-States, >50K
32, Private,383269, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,19302, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
30, Private,194901, Prof-school,15, Divorced, Sales, Own-child, White, Male,0,0,55, United-States, <=50K
29, State-gov,33798, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
62, Local-gov,180162, 9th,5, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,24, United-States, <=50K
58, Federal-gov,243929, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
29, Private,224215, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private,126501, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,43819, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,43, United-States, >50K
17, Private,123335, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private,108658, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, Private,236338, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, <=50K
26, Local-gov,216522, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,42, United-States, <=50K
52, Self-emp-inc,230767, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Cuba, >50K
43, Private,74581, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
61, Private,380462, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private,456922, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,402361, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,339863, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,8614,0,48, United-States, >50K
24, ?,67586, Assoc-voc,11, Married-civ-spouse, ?, Wife, Black, Female,0,0,35, United-States, <=50K
26, Private,202203, 5th-6th,3, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
45, Private,183168, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,105021, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
39, Self-emp-not-inc,52870, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private,224207, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
55, Private,198385, 7th-8th,4, Widowed, Other-service, Unmarried, White, Female,0,0,20, ?, <=50K
30, Private,188398, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
68, Private,144137, Some-college,10, Divorced, Priv-house-serv, Other-relative, White, Female,0,0,30, United-States, <=50K
52, Self-emp-inc,101017, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,38, United-States, <=50K
50, Private,398625, 11th,7, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private,238912, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-not-inc,321709, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
28, State-gov,200775, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
48, Private,200471, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
27, Private,123302, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
40, Private,321758, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private,174196, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Federal-gov,169133, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private,236328, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
23, Private,181820, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
19, Private,417657, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
35, Federal-gov,245372, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,226388, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private,69107, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
38, State-gov,142022, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
35, Private,33975, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
65, ?,299494, 11th,7, Married-civ-spouse, ?, Husband, White, Male,1797,0,40, United-States, <=50K
56, Private,204816, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private,191342, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
43, Private,238530, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc,62546, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private,271393, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, ?,424034, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,15, United-States, <=50K
20, Private,203003, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Private,192583, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private,88061, 11th,7, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
31, Private,196125, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,120724, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, United-States, <=50K
29, Private,169631, HS-grad,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,93557, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,303851, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
43, Private,125833, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
31, Private,352465, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
25, Self-emp-not-inc,463667, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K
57, Self-emp-inc,195835, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,186932, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,75, United-States, >50K
64, Local-gov,199298, 5th-6th,3, Divorced, Other-service, Not-in-family, White, Female,0,0,45, ?, <=50K
34, Self-emp-inc,202450, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, ?,308924, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,25, United-States, <=50K
50, Local-gov,46401, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Local-gov,119199, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
35, Private,165767, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,234190, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private,103111, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, Canada, <=50K
41, Self-emp-not-inc,32533, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
33, Private,206280, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private,247025, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
21, Private,51262, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private,109133, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private,103344, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
19, Private,414871, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private,230475, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
43, State-gov,227910, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
37, Private,245482, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
43, State-gov,143939, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
31, ?,26553, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, >50K
36, Private,187167, Assoc-acdm,12, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
36, ?,168223, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
56, Self-emp-inc,24127, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
30, Federal-gov,319280, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,229393, 11th,7, Never-married, Farming-fishing, Unmarried, White, Male,2463,0,40, United-States, <=50K
43, Self-emp-inc,196945, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,78, Thailand, <=50K
42, Private,341204, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
35, State-gov,35626, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
60, Private,185836, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private,231714, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,212894, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
34, Self-emp-not-inc,254304, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4508,0,90, United-States, <=50K
40, Private,136986, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
19, Private,41400, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private,163434, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,265105, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private,85319, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,60, United-States, >50K
44, Self-emp-not-inc,115896, Assoc-voc,11, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
